ID,Date Collected,locale,plant family,plant species,plant common name,order,family,sub family,lep species,lep name
35588.0,21-Jun-18,sor 800,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35589.0,21-Jun-18,sor 800,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35590.0,21-Jun-18,sor 700,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35591.0,21-Jun-18,str 300,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35592.0,22-Jun-18,sse 1000,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35593.0,22-Jun-18,sse 1000,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35594.0,22-Jun-18,sse 1000,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35595.0,24-Jun-18,am 150,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35596.0,24-Jun-18,str 3000,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35597.0,24-Jun-18,am 100,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35598.0,25-Jun-18,ssa 1000,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35599.0,25-Jun-18,ssa 500,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35600.0,25-Jun-18,ssa 1000,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35601.0,25-Jun-18,ssa 300,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35602.0,25-Jun-18,ssa 500,piperaceae,piper colonense,,lepidoptera,hesperiidae,,quadrus cerialis,
35603.0,25-Jun-18,ssa 900,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35604.0,25-Jun-18,ssa 450,piperaceae,,,lepidoptera,hesperiidae,,quadrus cerialis,
35605.0,26-Jun-18,sor 600,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35606.0,26-Jun-18,sor 600,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35607.0,27-Jun-18,str 450,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35608.0,27-Jun-18,ssa 350,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35609.0,27-Jun-18,ssa 1500,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35610.0,27-Jun-18,ssa 1600,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35611.0,28-Jun-18,parcela 2,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35612.0,28-Jun-18,sor 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35613.0,28-Jun-18,sor 600,piperaceae,,,lepidoptera,hesperiidae,,quadrus cerialis,
35614.0,28-Jun-18,parcela 2,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35615.0,28-Jun-18,sor 550,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35616.0,28-Jun-18,sor 600,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35617.0,28-Jun-18,str 1350,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35618.0,2-Jul-18,str 3000,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35619.0,2-Jul-18,str 2000,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35620.0,3-Jul-18,ls 2000,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35621.0,3-Jul-18,ls 2000,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35622.0,4-Jul-18,ssa 1000,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35623.0,4-Jul-18,ssa 1000,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35624.0,4-Jul-18,ssa 1000,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35625.0,4-Jul-18,ssa 1500,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35626.0,28-Jun-18,sj 500,piperaceae,piper arcteacuminatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35627.0,28-Jun-18,succ plot,piperaceae,piper anodadum,,lepidoptera,hesperiidae,,quadrus cerialis,
35628.0,9-Jul-18,str 2000,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35629.0,10-Jul-18,str 1450,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35630.0,12-Jul-18,str 1400,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35631.0,12-Jul-18,str 800,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35632.0,19-Jul-18,str 2000,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35660.0,13-Jun-18,sor 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
35932.0,31-Dec-18,str 50,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
35936.0,31-Dec-18,str 200,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36009.0,1-Jan-19,ces 100,piperaceae,piper urostachyum,,lepidoptera,hesperiidae,,quadrus cerialis,
36010.0,1-Jan-19,ces 250,piperaceae,piper glabrescens,,lepidoptera,hesperiidae,,quadrus cerialis,
36013.0,1-Jan-19,str 550,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36014.0,1-Jan-19,str 550,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36015.0,1-Jan-19,str 450,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36016.0,1-Jan-19,str 300,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36017.0,1-Jan-19,str 300,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36019.0,1-Jan-19,str 550,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36021.0,1-Jan-19,str 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36022.0,1-Jan-19,str 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36023.0,1-Jan-19,str 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36024.0,1-Jan-19,sura 175,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36025.0,1-Jan-19,sura 50,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36027.0,1-Jan-19,sura 750,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36028.0,1-Jan-19,sura 550,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36029.0,1-Jan-19,sura 200,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36030.0,1-Jan-19,ces 750,piperaceae,piper urostachyum,,lepidoptera,hesperiidae,,quadrus cerialis,
36063.0,2-Jan-19,saz 400,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36064.0,2-Jan-19,saz 400,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36065.0,2-Jan-19,saz 400,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36066.0,2-Jan-19,saz 200,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36067.0,2-Jan-19,saz 200,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36068.0,2-Jan-19,saz 540,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36080.0,2-Jan-19,str 750,piperaceae,piper xanthostachyum,,lepidoptera,hesperiidae,,quadrus cerialis,
36104.0,2-Jan-19,str 570,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36117.0,2-Jan-19,soccer field,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36119.0,2-Jan-19,soccer field,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36124.0,3-Jan-19,loc 50,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36169.0,5-Jan-19,sura 150,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36170.0,5-Jan-19,sura 150,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36171.0,5-Jan-19,sura 150,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36172.0,5-Jan-19,sura 150,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36173.0,5-Jan-19,sura 150,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36177.0,5-Jan-19,sura 100,piperaceae,piper generalense,,lepidoptera,hesperiidae,,quadrus cerialis,
36178.0,5-Jan-19,saz 525,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36179.0,5-Jan-19,saz 700,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36180.0,5-Jan-19,saz 700,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36181.0,5-Jan-19,saz 700,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36182.0,5-Jan-19,saz 700,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36183.0,5-Jan-19,saz 700,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36188.0,5-Jan-19,str 800,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36190.0,5-Jan-19,str 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36191.0,5-Jan-19,str 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36192.0,5-Jan-19,str 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36193.0,5-Jan-19,str 700,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36194.0,5-Jan-19,str 925,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36195.0,5-Jan-19,str 925,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36196.0,5-Jan-19,str 925,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36197.0,5-Jan-19,str 925,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36209.0,8-Jan-19,saz 50,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36212.0,14-Jan-19,saz 200,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36237.0,25-Feb-19,so rbridge,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36238.0,25-Feb-19,sor bridge,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36275.0,25-Feb-19,sura 150,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36276.0,25-Feb-19,sor 450,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36305.0,28-Feb-19,sse800,piperaceae,piper generalense,,lepidoptera,hesperiidae,,quadrus cerialis,
36325.0,28-Feb-19,ces 200,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
36327.0,2-Mar-19,str 450,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36330.0,2-Mar-19,sso1600,piperaceae,piper generalense,,lepidoptera,hesperiidae,,quadrus cerialis,
36335.0,19-Sep-19,saz 50,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36336.0,19-Sep-19,saz 100,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36337.0,19-Sep-19,saz 350,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36338.0,19-Sep-19,zas 150,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36348.0,19-Sep-19,sds 300,piperaceae,piper colonense,,lepidoptera,hesperiidae,,quadrus cerialis,
36358.0,24-Sep-19,ces 50,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
36359.0,24-Sep-19,ces 100,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
36382.0,26-Sep-19,sura 250,piperaceae,piper xanthostachyum,,lepidoptera,hesperiidae,,quadrus cerialis,
36386.0,26-Sep-19,sura 200,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36387.0,26-Sep-19,sura 350,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36395.0,8-Oct-19,str 850,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36396.0,8-Oct-19,huertos,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36399.0,8-Oct-19,cen 50,piperaceae,piper darianense,,lepidoptera,hesperiidae,,quadrus cerialis,
36403.0,8-Oct-19,cen 0,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36404.0,8-Oct-19,cen 0,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36405.0,8-Oct-19,cen 0,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36456.0,7-Nov-19,succ plot,piperaceae,piper colonense,,lepidoptera,hesperiidae,,quadrus cerialis,
36460.0,7-Nov-19,sor 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36461.0,7-Nov-19,sor 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36462.0,7-Nov-19,sor 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36463.0,7-Nov-19,sor 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36464.0,7-Nov-19,sor 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36480.0,12-Nov-19,str 400,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36481.0,12-Nov-19,str 450,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36482.0,12-Nov-19,str 400,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36483.0,12-Nov-19,str 400,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36486.0,12-Nov-19,str 550,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36506.0,31-Dec-19,str 700,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36535.0,1-Jan-20,soc 850,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36553.0,2-Jan-20,sor 600,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36581.0,2-Jan-20,loc 500,piperaceae,manekia sp,,lepidoptera,hesperiidae,,quadrus cerialis,
36582.0,2-Jan-20,loc 500,piperaceae,manekia sp,,lepidoptera,hesperiidae,,quadrus cerialis,
36583.0,2-Jan-20,loc 500,piperaceae,manekia sp,,lepidoptera,hesperiidae,,quadrus cerialis,
36584.0,2-Jan-20,loc bridge,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36585.0,2-Jan-20,loc bridge,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36586.0,2-Jan-20,loc bridge,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36587.0,2-Jan-20,loc bridge,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36622.0,3-Jan-20,saz 350,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36632.0,3-Jan-20,saz 200,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36638.0,3-Jan-20,str 0-300,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36650.0,3-Jan-20,saz 500,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36703.0,4-Jan-20,str 750,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36708.0,4-Jan-20,soc 1050,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36770.0,13-Feb-20,soc 800,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36779.0,25-Feb-20,casa murcielagos,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36820.0,11-Mar-20,canta rana,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36828.0,20-Aug-20,bosque la loma,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36842.0,4-Sep-20,montana de la loma,piperaceae,menequia incurva,,lepidoptera,hesperiidae,,quadrus cerialis,
36847.0,23-Nov-20,claro lab,piperaceae,piper trigonum,,lepidoptera,hesperiidae,,quadrus cerialis,
36872.0,25-Nov-20,str 2750,piperaceae,piper colonense,,lepidoptera,hesperiidae,,quadrus cerialis,
36873.0,25-Nov-20,str 2750,piperaceae,piper colonense,,lepidoptera,hesperiidae,,quadrus cerialis,
36874.0,25-Nov-20,str 2750,piperaceae,piper urostachyum,,lepidoptera,hesperiidae,,quadrus cerialis,
36876.0,2-Dec-20,slv 100,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36877.0,2-Dec-20,slv 100,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36878.0,2-Dec-20,slv 150,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36880.0,8-Dec-20,str 1250,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36893.0,16-Dec-20,sor 600,piperaceae,piper trigonum,,lepidoptera,hesperiidae,,quadrus cerialis,
36894.0,16-Dec-20,sor 600,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36895.0,16-Dec-20,sor 600,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36898.0,21-Dec-20,sor 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36899.0,21-Dec-20,sor 650,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36910.0,5-Jan-21,sor 700,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36911.0,6-Jan-21,sat 350,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
36913.0,6-Jan-21,sat 350,piperaceae,piper colonense,,lepidoptera,hesperiidae,,quadrus cerialis,
36916.0,6-Jan-21,sat 50,piperaceae,piper colonense,,lepidoptera,hesperiidae,,quadrus cerialis,
36933.0,11-Jan-21,str 550,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36934.0,11-Jan-21,str 550,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36935.0,11-Jan-21,str 550,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36936.0,11-Jan-21,str 550,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36941.0,13-Jan-21,saz 350,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36946.0,20-Jan-21,str 600,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36947.0,20-Jan-21,str 600,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36948.0,20-Jan-21,str 400,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36949.0,20-Jan-21,str 400,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36953.0,27-Jan-21,sse 1750,piperaceae,piper colonense,,lepidoptera,hesperiidae,,quadrus cerialis,
36954.0,27-Jan-21,sse 700,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
36955.0,4-Feb-21,la flaminia,piperaceae,piper peracuminatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36956.0,4-Feb-21,la flaminia,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36957.0,4-Feb-21,la flaminia,piperaceae,piper colonense,,lepidoptera,hesperiidae,,quadrus cerialis,
36964.0,9-Feb-21,str 550,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
36983.0,23-Feb-21,ssa 2450,piperaceae,piper trigonum,,lepidoptera,hesperiidae,,quadrus cerialis,
37042.0,1-Mar-21,huertos,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37044.0,11-May-21,str 450,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37045.0,11-May-21,str 800,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37062.0,14-May-21,huertos,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37153.0,21-Jun-21,succ plot,piperaceae,piper colonense,,lepidoptera,hesperiidae,,quadrus cerialis,
37161.0,5-Jul-21,str 700,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37162.0,5-Jul-21,str 700,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37175.0,27-Jul-21,huertos,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37176.0,27-Jul-21,huertos,piperaceae,piper arboreum,,lepidoptera,hesperiidae,,quadrus cerialis,
37189.0,23-Aug-21,huertos,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37209.0,27-Aug-21,sds,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
37210.0,27-Aug-21,sds,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37232.0,3-Sep-21,huertos,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37236.0,7-Sep-21,str 2600,piperaceae,piper colonense,,lepidoptera,hesperiidae,,quadrus cerialis,
37237.0,7-Sep-21,str 1350,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37278.0,25-Sep-21,la selva,piperaceae,piper imperiale,,lepidoptera,hesperiidae,,quadrus cerialis,
37281.0,29-Sep-21,str 1950,piperaceae,piper colonense,,lepidoptera,hesperiidae,,quadrus cerialis,
37282.0,29-Sep-21,str 1950,piperaceae,piper colonense,,lepidoptera,hesperiidae,,quadrus cerialis,
37310.0,1-Jan-22,succ plot,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37343.0,2-Jan-22,str 1000,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37344.0,2-Jan-22,str 850,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37345.0,2-Jan-22,str 850,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37346.0,2-Jan-22,str 950,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37348.0,2-Jan-22,str 550,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37363.0,2-Jan-22,loc 2000,piperaceae,piper multiplinervium,,lepidoptera,hesperiidae,,quadrus cerialis,
37437.0,5-Jan-22,str 1450,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37439.0,5-Jan-22,str 1201,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37442.0,5-Jan-22,str 1450,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37443.0,5-Jan-22,str 1450,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
37444.0,5-Jan-22,str 1450,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,,quadrus cerialis,
ID,Date Collected,locale,plant family,plant species,plant common name,order,family,sub family,lep species,lep name
307.2,12-Oct-97,str,piperaceae,piper sp,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
307.303,15-Oct-97,str 2800,piperaceae,piper sp,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
410.0,4-Jan-98,huertos,piperaceae,piper auritum,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,
687.0,26-May-98,huertos,piperaceae,piper sp,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,
877.0,17-Jun-98,glasnost 2,piperaceae,piper auritum,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
881.0,17-Jun-98,glasnost 2,piperaceae,piper auritum,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
883.0,17-Jun-98,glasnost 2,piperaceae,piper auritum,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
985.0,1-Jul-98,succ plot 1-2 yr,,,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
1200.0,9-Aug-98,str 350,piperaceae,piper sp,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
1329.0,12-Aug-98,arboleda,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
1381.0,14-Aug-98,glacha,piperaceae,piper colonense,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
1429.1,19-Aug-98,succ plot,piperaceae,piper reticulatum,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
1429.2,19-Aug-98,succ plot,,,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
1502.0,16-Dec-98,glacha,piperaceae,piper auritum,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
1505.0,16-Dec-98,glacha,piperaceae,piper auritum,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
1508.0,16-Dec-98,glacha,piperaceae,piper auritum,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
1776.0,11-Jan-99,glasnost 2,piperaceae,piper auritum,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
1798.0,15-Jan-99,glacha,piperaceae,piper sp,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
1799.0,15-Jan-99,glacha,piperaceae,piper sp,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
1866.0,3-Feb-99,glacha,piperaceae,piper colonense,,lepidoptera,hesperiidae,pyriginae,quadrus cerialis,piper hesperiid
